Title	Lyrics	Label	Positivity	Formality	Uniqueness
journey	, yuh ready?, woah yeah, it nuh connect, a could a wah mek, hey, like dog to vomit, moving so chronic, from morning me sew me seed and all now dem caan ketch, caan ketch, trying hard to make ends meet, can't mesh, journey, it's how you live it you learn it, you bridges behind don't burn it, mi wish mi can live and learn it, the journey, it's how you live it you learn it, your bridges behind don't burn it, respect you live and earn it, yeah, it's not a journey to get weak, journey to give in, it's all about the journey, the journey within, the journey within, i'm coming from a far, still have far to go, the journeys just begun, i'm like a shooting star, and that's where we can go, we've got a lot to overcome, and some battles to be won, hey i, journey, from you live it you learn it, respect you live and earn it, bridges behind don't burn it, the journey i, from you live it you learn it i, bridges behind don't burn it, respect you live and earn it, long time it puzzle dem mind, wondering how we do it, if you blind you nah go see it, we coming from a far, ah we and dem used to par, but dem never strong, couldn't trod along, yeah, in dis ya journey, in dis ya journey, yeah, the journey i, from you live it you learn it, bridges behind don't burn it, u respect you live and earn it, the journey, the journey, from morning me sew me seed and all now dem caan ketch, caan ketch, trying hard to make ends meet, can't mesh, hey, journey, you live it you learn it, the bridges behind don't burn it, your respect you live and earn it, the journey, the journey, it's not a journey to get weak, journey to give in, it's all about the journey, the journey within, the journey with	sew me seed	-0.3880318105220794	-0.0128126740455627	0.5507811456918716
order my steps (dear lord)	, jeremiah 10: 23,24, we will know oh lord that to earthly men his way does not belong		-0.5863587409257889	0.2878190875053406	0.5952063351869583
ashamed	don't need you in my life, it's not that i don't love you baby, can't think of what you want, i wish that i could show you baby, easy come and easy go, and talk too much making, me really wanna come through, i don't want to check, yea, i just do my best, woo, baddies to my left, huh, goofy call the ref because i'm cooler than you, are, are you ashamed, what are we supposed to do with our hearts, love is not a game, i'm just here protecting all that i are, don't need you in my life, it's not that i don't love you baby, can't think of what you want, i wish that i could show you baby, motorola can't control ya, callin' home just to see if it's gonna go through, i don't want to check, yea, i just do my best, woo, baddies to my left, huh, goofy call the ref because i'm cooler than you, are, are you ashamed, what are we supposed to do with our hearts, love is not a game, i'm just here protecting all that i are, i will give you want you want let's finish what we started, got me dancing in the dark let's finish what we started, i can't get you off my mind, and i will keep you satisfied, just look real deep into my eyes, can't live without you by my side, i can't get you off my mind, i will keep you satisfied, just look real deep into my eyes, can't live without you by my side	love you baby	-0.7410270869731903	-0.4055029451847076	0.6052228212356567
walk on the wild side	holly came from miami, f.l.a. hitch-hiked her way across the u.s.a. plucked her eyebrows on the way, shaved her legs and then he was a she, she says, hey	hiked her way	-0.0423915386199951	-0.2464822232723236	0.5890825390815735
death is a party, invite all your friends	fabricated fictional goodbye is all you know, raise it up for me, manufactured typical some christians go to hell, good enough for me, i want you to see what i've seen, i want you to be where i've been, if you go what i've been through, maybe there's some hope for you, this is how the story ends, death is a party, invite all your friends, and i've got lost on the way, she calls my name, heaven life in the holy day, they know my way, nature boys they think the same, we're going today, celebrate the trip of the day, and i'm willing to start a fight, uh wa oh uh wa oh, children in the city don't look so pretty, uh wa oh uh wa oh, children in the city don't look so pretty, and i know what i got, keep on going till it stops, what you got you know is gold, nothing left we know its nothing more, i want you to see what i've seen, i want you to be where i've been, if you go what i've been through, maybe there's some hope for you, this is how the story ends, death is a party, invite all your friends, and i've got lost on the way, she calls my name, heaven life in the holy day, they know my way, nature boys they think the same, they're going today, celebrate the trip of the day, and i'm willing to start a fight, uh wa oh uh wa oh, and i'm willing to start a fight, uh wa oh uh wa oh, and i'm willing to start a fight, uh wa oh uh wa oh, children in the city don't look so pretty, uh wa oh uh wa oh, children in the city don't look so pretty, moonchild goes away, sunshine lights those graves, kids forget their autumn names, but the love funeral goes away, red eyes on your face, driftwood will take your fate, cities built for the last parade, but the love funeral becomes the holy days, becomes the holy days, becomes the holy days, becomes the holy days, and i'm willing to start a, uh wa oh uh wa oh, and i'm willing to start a fight, uh wa oh uh wa oh, and i'm willing to start a fight, uh wa oh uh wa oh, children in the city don't look so pretty, uh wa oh uh wa oh, children in the city don't look so pretty, i know i'm in the underground, we the youth we walk on floating doors, i don't know where i've seen them, kids parade around till they drop dead, i know i'm in the underground, we the youth we walk on floating doors, i don't know where i've seen them, kids parade around till they drop dead	start a fight	-0.8005644157528877	-0.4209614098072052	-0.5300243496894836
valentine's day is over	someday boy you'll reap what you've sown, you'll catch a cold and you'll be on your own, and you will see that what's wrong with me, is wrong with everyone that, you want to play your little games on, poetry and flowers pretty words and threats, you've gone to the dogs again and i'm not placing bets, on you coming home tonight anything but blind, if you take me for granted then you must expect to find, surprise, surprise, valentine's day is over, it's over, valentine's day is over, if you want to talk about it well you know where the phone is, don't come round reminding me again how brittle bone is, god didn't make you an angel, the devil made you a man, that brutality and economy are related now i understand, when will you realize that as above so below there is no love, valentine's day is over, it's over, valentine's day is over, for the girl with the hour glass figure, time runs out very fast, we used to want the same things but that's all in the past, and lately it seems that as it all gets tougher, your ideal of justice just becomes rougher and rougher, valentine's day is over, it's over, valentine's day is over, thank you for the things you bought me, thank you for the card, thank you for the things you taught me, when you hit me hard, that love between two people, must be based on understanding, until that's true you'll find your things, all stacked out on the landing, surprise, surprise, valentine's day is over, it's over, valentine's day is over	catch a cold	-0.948178106918931	0.2995223701000213	0.3885328471660614
how great thou art	oh lord my god when i in all some wonder, considered all the worlds thy hands have made, i see the stars i hear the roaring thunder thy art throughout the universe displayed, then sings my soul thy save dear god to thee, how great thou art how great thou art, then sings my soul. when christ shall come with shouts of acclamation, to take me home what joy shall fill my heart, then i shall bow in humble adoration and there proclaim my god how great thou art, then sings my soul.	sings my soul	0.7463671565055847	-0.2426283657550811	0.4223849475383758
sore eyes	there i was, and here i go, some say take it, some say don't, but i wanna, like a fish outta water, we're learning to fly, and here i am, you told me so, to spread my wings, don't give up hope, in the darkness, when i'm in the darkness, and you let me shine, no matter how long it takes, i'll see your face, again, one day, when i'm losing light, and i need your sun to rise, when my love is blind, and i need some kind of sign, you're a sight for my sore eyes, you're a sight for my sore eyes, give or take, win or lose, you pushed me away, but you're pulling me through, in the fire, like ice in the fire, but we're burning bright, oh, we found our place, we grew and grew, and the skies are grey, but you're still in bloom, in the darkness, even the darkness, it won't dampen your shine, i'm feeling so far away, but i'll see your face, again one day, yeah, when i'm losing light, and i need your sun to rise, when my love is blind, and i need some kind of sign, you're a sight for my sore eyes, you're a sight for my sore eyes, you're a sight for my sore eyes, i'm losing light, i need your sun to rise, when my love is blind, and i need some kind of sign, you're a sight for my sore eyes, you're a sight for my sore eyes, you're a sight for my sore eyes	spread my wings	0.6385005712509155	-0.1735972464084625	0.5844387859106064
perfect world	love makes the world go round, but the world is slowing down, it's such a stormy place, standing, i'll shake the ground, gonna take a look around, then i saw your face, oh, since i met you, it's such a perfect world, what a boy and girl can't find, what they need to do for a life of love, such a perfect world, it's mine, it's a perfect world, i had to spread the news, i finally got my dancing shoes, now i realized, just take a different view, just comes shining down on you, let's open up our eyes, since i met you, it's such a perfect world, what a boy and girl can't find, what they need to do for a life of love, such a perfect world, it's mine, it's a perfect world, sunshine and flowers, ain't nothing gonna stop the way we feel, we've got the power, yes, we do, love makes the world go round, love turned you upside down, love across a million miles, no chance i won't take, when my feet are on the brake, with you here by my side, since i met you, it's such a perfect world, what a boy and girl can't find, what they need to do for a life of love, such a perfect world, it's mine, it's a perfect world	makes the world	0.8175180777907372	-0.2839084565639496	0.5008856505155563
numb	when i woke up, i couldn't feel my arms, they felt as if they weren't my own, i don't remember if i really slept at all, i might have been out building walls, how can i stand and hold up this great wall?, and if it falls then i might blow away, what's wrong? can't he see how hard i've tried?, i'm numb inside, i'm done tonight, this morning found me out of action and alone, i'd lost command of all i thought i owned, my friends all called me to make sure i was well, but i never made it to the phone, how can i stand and hold up this great wall?, and if it falls then i might blow away, what's wrong? can't he see how hard i've tried?, i'm numb inside, i'm done tonight, all this potential has messed up my whole day, a storm of times and overlapping things, this information has left me overwhelmed, i've no idea where i should go, how can i stand and hold up these great walls, and if it falls and i might blow away, what's wrong? can't he see how hard i've tried?, i'm numb inside, i'm done tonight	feel my arms	-0.9264008440077304	-0.3937566578388214	0.4283019304275512
someone else's song	i can't tell you anything you don't already know. i keep on trying, i should just let it go. i keep on singing, you're eyes they just roll. it sounds like someone else's song from along time ago. you already know the story and the chords are just the same. you already know i love you, and i sound like whats-his-name. but you can't stop me, i want you to know. i know it sounds like someone else's song from along time ago.	keep on singing	-0.5833080559968948	-0.4661639928817749	0.0125795304775238
stealing fire (david's theme)	hide my face, remove my shame, i can't even bear to hear my name, standing still, what looms ahead?, i may as well be left for dead, stealing fire, i've been stealing fire, i've been on this wild pursuit, for a taste of forbidden fruit, stealing fire, i've been stealing fire, i've plucked every single flower, squeezed the pleasure from every hour, scorch my heart, scar my soul, whatever it takes to break this fall. on my knees, feeling tired, will you forgive this sinner, burning in your fire?, i'm stealing fire, i've been stealing fire, i've been on this wild pursuit, for a taste of forbidden fruit, i'm breathing fire, i'll end up breathing fire, i've sucked the bone of all its marrow, but here i am just choking in sorrow, you get no warmth, from fire that's been stolen, it only leaves you spent and broken, burning in your own night, stealing fire, stealing fire	hide my face	-0.9732710411772132	-0.0800243020057678	0.3777835369110107
ultrasound	floating in darkness, magic life support system, keeps me from sinking, keeps me from sinking, heart beneath my feet, she beats faster and faster, black hole rains on me, black hole rains on me, black hole rains on me, waves crash through my skin, senses wakened from within, let my life begin, let my life begin, young girl dressed in black, neon tear drops flight upstairs, consciousness dreaming, consciousness dreaming, the lows, mids and highs, the sounds of your love and mine, echo for eons, echo for eons, waves crash through my skin, senses wakened from within, let my life begin, let my life begin, waves crash through my skin, senses wakened from within, let my life begin	let my life	-0.7234063446521759	-0.3045729994773865	0.710727795958519
boy blue	took our father's name and our mother's heart, we felt our sister's pain then it fell apart, we were told one thing and they showed us another, is it finally true we're not getting any younger?, the boy blue and the silver spoon, they found him dying in the living room, say goodbye to the bride and groom, send 'em off on a honeymoon, dreadful sound echoed through the trees, dirty headlights put us all on our knees, route 502 we were waiting for you, but you couldn't see it was new year's eve, the boy blue and the silver spoon, they found him dying in the living room, say goodbye to the bride and groom, send 'em off on a honeymoon, i've been told, there's no going home, no room for you and me, no empty seats in eternity, i've been told, no going home, no song left to sing, no second act to mortality, the boy blue and the silver spoon, they found him dying in the living room, say goodbye to the bride and groom, send 'em off on a honeymoon, the boy blue and the silver spoon, they found him dying in the living room, say goodbye to the bride and groom, send 'em off on a honeymoon	took our father	-0.9685437735170126	0.15547576546669	0.3206922113895416
that old wheel	, that old wheel is gonna roll around once more, when it does it will even up the score, don't be weak: as they sew, they will reap, turn the other cheek and don't give in, that old wheel will roll around again, when love is gone and the one you thought would stay, does you wrong, and you're left alone to pay, the price is high, but somehow you'll survive, don't give in, that old wheel will roll around again, there'll be times, hard to control, and you'll find you'll hurt down in your soul, there'll be those who'll be glad to see you down, but don't give in, that old wheel will roll around again, roll around, around, again, again		-0.6461740732192993	-0.0717109143733978	0.3290858566761017
intro	how do you stay motivated in the midst of everything that's going on? how do you build your personal momentum and how do you get in the zone? right? and i'm glad you asked. three things, you better catch it. my mother used to say, people love watching fire burn! alright? okay, that's one thing i know about life, one thing i know about life is a guarentee, right? change is inevitable! and listen to me, as much as you like to be in your comfort zone, as much as you like to be stable, as much as you like to control your environment, the reality is: everything changes, alright here's my last one, my last one is make, carl you gotta give me that term again, it's spontaneous combustion i think is what they call it and what happens is.	know about life	-0.320029467344284	-0.3526779413223266	0.1982036232948303
downtown	, you know what you're here for, you heard the stories just admit to it, i say my dick you do a back flip just to get to it, i made this shit just to hit to it, so tell my ex to play this shit and suck a dick to it, it's fucking late, and i can't stand this fucking place, plus these fucking drugs i ate, got me mixing love and hate, sitting in this room, in degrees it feels like 108, she says play it cool, but i don't wanna wait, bitter sweet but i love the taste, serve it cold i'll lick the plate, first i take a shot of her, then i take a shot of liquor straight, then everything goes numb, and the feelings went away, first this shit had me in love, this what happens when it fades, i'm in his favorite sun dress, watching me get undressed take that body downtown, i say you're the bestest, lean in for a big kiss take that body downtown, she scrapes her nails on my tattoos, she wants to leave her ma, and i know she's bad news, this how them rumors start, this shit here past due, take your shit just leave your heart, i fucking bleed it dry and feed the sharks, songs of sorrow but people part, and most of the time it's over, other peoples' parts, she wanna turn the lights on, leave em off, i still pretend like you're her, evil thoughts, i'm talking hurricanes, i'll make your body storm, she's cold hearted, but her body warm, i'm as cold as the sheets, i lay her on, she's the motherfucking devil, goddess form, i'm in his favorite sun dress, watching me get undressed take that body downtown, i say you're the bestest, lean in for a big kiss take that body downtown, i'll take your body down, i'll take your body downtown, i'll take your body down, you know i'll take your body down	take your body	-0.9233771301805972	0.0761706531047821	0.0562538802623748
amsterdam	well, here i am in amsterdam as winter waves goodbye. almost seven in the morning and i'm walking all alone, and the moon's still in the sky. and i have to laugh just thinking how i've never found a home. pillows yes, to lay my head, but i've mostly been alone. oh, amsterdam, can you tell me what kind of man i am?, a walker in the rain, a dancer in the sand, or just an insane music man?, oh, amsterdam, i'm barely hanging on by a single strand. all i really know is i don't understand. i'm just waking up alone in amsterdam. a boy i see in a window there, i can't help looking in. as someone's arms pull him back to bed, i'm thinking what a fool i've been. and the moon is trapped in an old canal like a madman in a cell. and i'm thinking how i'd like to know just one place very well. oh, amsterdam, can you tell me what kind of man i am?, a walker in the rain, a dancer in the sand, or just an insane music man?, oh, amsterdam, i'm barely hanging on by a single strand. all i really know is i don't understand. i'm just waking up alone in amsterdam.	found a home	-0.4969289004802704	-0.402004599571228	0.2659921646118164
dustbowl	viscious are the mouthes she tastes, wicked are the vowes she breaks, leaving all her luck to haste, leaving all her luck to waste, all these things in a box, where she goes she lays, leaving all these men tonight, leaving all these boys to fight, leaving all her luck to haste, leaving all her lust to waste, all these things in a box, where she goes she stops, hell to all these moneymakers, lives they won't mistake, oh, you knew i loved to hate her, eyes that won't debate	stops, hell	-0.9861800894141196	-0.6999312043190002	0.5249766260385513
hard 2 find	and it's hard to find, how long can you search for it?, eh!, so hard to find, eh!, and how long can you search for it?, truth, faith, hope, youth, grace, dope, so hard to find, live life loud, inhale slow, so hard to find, certainly, mind of peace, know what god's treasures deem, happiness is obsolete, why get involved when it don't involve me, penny on the ground, dollar in the street, yes sir, no ma'am, every enemy, one bad wolf kills a hundred sheep, and it don't believe in bow down to the shepherd's feet, eh, uh, look, don't leave me out in the cold, remain calm, cool, and collected, shine like diamonds on your necklace, sound like sunday service sermons, hit like richard sherman, call it plays on the fly, the nose dive down to the depths of this, step left of the pessimist, avoid them boys at all cost, they wrote us off like we fail, they try to shelve us, retail, we spread the truth in detail, won't slip and fall like ezal, can't walk a mile in these here shoes, i'm talking these pair, truth, faith, hope, youth, grace, dope, so hard to find, live life loud, inhale slow, so hard to f-, war of the worlds and it's not between us, understand, war of the worlds and it's not between us, understand, war of the worlds and it's not between us, understand, war of the worlds and it's not between us, captivating all the act of fakin', they sending lies but that's the act of satan, see they lead us down this road we feeling lost in the unknown, genocide for my kind, they patiently waiting, wish death on us all, praying for our downfall, as for our reality, tough as the asphalt, bumping kanye talking about he don't rap for no, i'm just trying to get a couple more stamps on my passport, lord, so i'mma continue to go hard, is an understatement, blood all over the pavement, just watch your step around me, won't you please, your half-ass attempts at claim to fame, we over these, you an employee, bitch, i oversee, the whole operation, an entirety from this covers on, you can never touch, sweep the leg, induce the cobra clutch, that's called applying pressure, finger roll the finish, i finesse, no effort, where's the, truth, faith, hope, youth, grace, dope, so hard to find, they don't make them like they used to, and they don't, and they- well they don't, now some folks will tell you the new ones are better, here's my experience on it, the older ones are certainly made better, and many people will say the quality's gone downhill ever since	understand, war	-0.8915553279221058	0.1470129489898681	-0.4532372653484344
bucket	i ran into a buddy used to be all hypertensive, his stocks were always tanking and his girlfriends were expensive, but he looked like a poster for a permanent vacation, i asked him what he did to change his orientation, he bought a shot and dropped this little information, i made a bucket list, changed the b to an f, i gave my give-a-damn the finger, so it got up and left, i quit worrying 'bout people's expectations, and ordered up a six-pack of chillaxification, if you're a little depressed, feel a little bit lost, baby, write it all down, and then blow it all off, we're all a letter away from per-perpetual bliss, put an f on the b of your bu-bu-bu-bu-bucket list, you know he got me thinking 'bout the way that i've been living, seems like i'm always going, but i don't know where i'm getting, i's over-existenializing my redneck, but the answer is as simple as simple can get, i just re-arranged some letters in the alphabet, i made a bucket list, changed the b to an f, i gave my give-a-damn the finger, so it got up and left, i quit worrying 'bout people's expectations, and ordered up a six-pack of chillaxification, if you're a little depressed, feel a little bit lost, maybe write it all down, and then blow it all off, we're all a letter away, from per-perpetual bliss, put an f on the b of your bucket list, i took my nots and i added a why, i took the u out of hugh and i added an i, i, i bet you can guess what i did next, i took my bitching-lying lover and i added an ex, i made a bucket list, changed the b to an f, i gave my give-a-damn the finger, so it got up and left, i quit worrying 'bout people's expectations, and ordered up a six-pack of chillaxification, if you're a little depressed, feel a little bit lost, maybe write it all down, and then blow it all off, we're all a letter away, from per-perpetual bliss, put an f on the b of your bu-bu-bu-bu-bucket list, bucket list	change his orientation	-0.4742358028888702	-0.1769816577434539	0.0163890123367309
blue	i ain't, i ain't, i ain't, i am, i, i, i, i ain't blue over the world, i'm just listening till it's my turn, i ain't new, new to the world, i'm just sitting in flesh, i am sun, this magic ain't meant to be tried, i got a smile i know it, i'm tough inside, this here grin ain't meant to tell lies, i got a truth, i know it, i could be nice, and i ain't blue over the world, i'm just listening till it's my turn, i ain't new, new to the world, i'm just sitting in flesh, i am sun, some days i do warrior one's, i lay my mat down for it, look to the sky, some days i live war amongst us, i lay my pride down for it, ego aside, and i ain't blue over the world, i'm equipped and don't be concerned, i ain't blue, sometimes you get hurt, real big world, sometimes you get burned, i am strong and i am peace, i am brave and i am free, i am love and i am ease, i am brown and i embrace, i am strong and i am peace, i am brave and i am free, i am love and i am ease, i am brown and i embrace, my place in the world, my place in the world, you must thought i'm boo boo the fool, you got words, i heard 'em, those aren't mine, spirit in a body like you, you, feed my soul to cover my mind, i am strong and i am peace, i am brave and i am free, i am love and i am ease, i am brown and i embrace, i am strong and i am peace, i am brave and i am free, i am love and i am ease, i am brown and i embrace, my place in the world, my place in the world, and i ain't blue over the world, i'm just listening till it's my turn, i ain't new, new to the world, i'm just sitting in flesh, i am sun	sitting in flesh	0.5581064820289612	-0.0565187335014343	0.6190322786569595
gangsta	, oooooooooo, alert, alert this is an upfront street bulletin, coming live from fa, if you are a gangster and you confessing you kill a nigger on record, you a stupid matcher fucker, this goes out to you fake gangsters, i see you nigger, nigger we all se you, we working you mother fuckar, gangster, gangster, gangster, yo don't make me oohh, nigger don't make me have to step up in the club, whit my dogs show all you mater fuckers how we ball, nigger don't make me show how i can violet the law, get your woman go up in the bar, dog how love me, why don't you show me?, and that how she be, but niggers wanna hand of l.o.v.e, steady claming like the are pimp, but will never go free, say that ain't gangster, niggers fronting like they hard, but i know their pussy from the start, man that ain't gangster, still in the projects, but i spend hundred tausuend a car, i rather have a crib in miami whit a boat, full of all mi niggers on so we don't go broke, yeah show them the ropes, sticking together niggers try to cope, any one steep in the way will get chock, you gangstas, you playas, you hustlas you pimps, you gangstas, you playas, you hustlas you pimps, gangster, gangster, gangster, aha), don't make mee, bring out the other side in mee, so i her you think your gangster, don't you wane be, gangster, gangster, gangster, yeah fuck nigger, i see you peeking eyes when i strolle, i see you just by flashing, pulling them hoe's, cuss i'm a player like i'm suppose to be, hoe's on a nigger like it's suppose to be, you a sucker so you hate like hoe's to me, and next change get your head crackt to the white man, i try to keep it fly but this pussy nigger tempt me, breaking the sweet, swear this brother ain't classy, noo that's really killing my pimping, i mean really, really killing my pimping, look what you gone made iceberg do, call my boys and start down crew, and we will kick that ass nigger, and we will i say kick that ass nigger, and tell you hore she can come to my place, after she burn it up fore fucking up you face, now it's a got dame shame pickelh, what you did too that man, i guess that pussy nigger though i was playing, i try to tell him but he like fuck what you say, watch you mouth, you understanding, he like fuck what you say, oh this pussy nigger flicks me in front this hoe's and shit, so i spun on this nigger they notis it, oh you think i give a fuck what your focus is, so i look at the next man like step up bitch, cuss if it's going down, it's been around, spiting from my chamber, like david banner you don't like me when i'm anger, destruct to your whole ville don't make me have to change you, in too a stranger and damage your soul, yeah i see you gangsters, all you fake ass gangsters, you don't have the hart nigger, survive in the streets, ask my nigger down in right street niggers, ask my niggers in re ville, ask my niggers down at wilks, ask my nigger at hart feel nigger, ask my nigger in altoes, all my reel niggers aha, living life fore this shit, and you just want scream it out on a record nigger, you want respect you got too urn respect nigger, work hard for what you get in life nigger, fuck you punk nigger, eat a dick and die slow, now get the fuck out of my house, you gangstas, you playas, you hustlas you pimps, you gangstas, you playas, you hustlas you pimps, gangster, gangster, gangster,	hustlas you pimps	0.0518048703670501	0.1027790904045105	-0.2516528666019439
what do you mean parody	i know nothing. that's why, when you yell at me get out of my room		-0.9562824815511703	0.1116824448108673	0.7227968126535416
young and dumb	lord, i want you to help me now, here i am, in this big old world, and all of this people all around me, and i've got nobody to love, 'cause i've got too much time on my hands, i've gotta find me a superman, and when i get him in my bedroom alone, he'll never wanna go back home, 'cause i'm a hot lovin', good lovin', sweet lovin' woman, and i know how to love, oh, yeah, oh, yes, i know how to love, baby, yes, i know how to love, young, dumb, pull up, come on to me, young, dumb, pull up, come on to me, young, dumb, pull up, come on to me, lord, i want you to help me now, the man i get might not be qualified, but all i want is somebody to keep me satisfied, 'cause i've got too much time on my hands, i've gotta find me a superman, and when i get him in my bedroom alone, he'll never wanna go back home, 'cause i'm a hot lovin', good lovin', sweet lovin' woman, and i know how to love, oh, i know how to love, baby, give it to me now, yeah, 'cause i knows how to love you, young, dumb, pull up, come on to me, young, dumb, pull up, come on to me, young, dumb, pull up, come on to me, she's young, she's dumb, she's pull up, come on to me, she's young, she's dumb, she's pull up, come on to me	love, baby	0.3839011490345001	-0.0498475134372711	0.4033679366111755
my world's spinning	my world's spinning 'round n 'round x 2, my life's turning upside down, i thought i had it all, a world of calm and safety, i always took the easy way, yeah, i thought i knew myself, had written my life's story, how was i to know, we would meet someday, you came, and took me by surprise, hear all the angels sing in paradise, my world's spinning 'round n 'round, i don't know what to do, my life's turning upside down, all because of you, if i'm dreaming, never wake me up, cause this feeling, takes me to the top, i followed all the rules, can say i planned my actions, guess i'm the opposite of you, you're living day by day, trying to seize the moment, doing as you please, whenever you want to, you came, and took me by surprise, hear all the angels sing in paradise,	spinning 'round	-0.9752509649842978	-0.4025301337242126	0.6415041834115982
bloodied up in a bar fight	"it's a new kind of empty, a beach town in the fall. it's new kind of silent, counting cracks in the wall. there's no one left to call. i'm locked in a jail cell. it's a quarter past three. i can make out the weather on the lobby tv. it's gonna rain this week. but i'm a pair of black eyes, that just got my ass kicked in the glow of an exit sign. the cops got some friendly advice, says, you don't want problems with the crew that runs with those guys."""	's no one	-0.9148262776434422	-0.492271214723587	0.72004234790802
fuss & fight	i've been working like a slave, ain't got no money, done spent it all on bills, got a girl at home that i call baby, and she does not love me when i get stoned, the memories they just won't leave, the secrets i'm gonna take to the grave with me, i got bills that ain't paid and pain that don't heal, i don't know how much longer i can deal, is something wrong baby, tell me what you're thinking, if it's that damn bad then keep it to yourself, i got a long way to get to where i'm going, and i ain't got time, to fuss and fight with you, well my grandma thinks the devil runs me, and the cross on my neck says no hell no, i got the holy spirit, and baptist bones, a couple rusty strings with some nasty tones, so please don't bring no evil around me, sitting and lying through your crooked teeth, i gotta go now baby so write it down, and i'll read it when my time runs out, is there something wrong baby, tell me what you're thinking, if it's that damn bad then keep it to yourself, i got a long way to get to where i'm going, and i ain't got time, to fuss and fight with you, to fuss and fight with you, girl you know that i love you, and you know that i care, but babydoll this fussing and fightings for the birds, is something wrong baby, tell me what you're thinking, if it's that damn bad then keep it to yourself, i got a long way to get to where i'm going, and i ain't got the time, is there something wrong baby, tell me what you're thinking, if it's that damn bad then keep it to yourself, i got a long way to get to where i'm going, and i ain't got time, to fuss and fight with you, to fuss and fight with you, don't want to fuss and fight, don't want to fuss and fight	got no money	-0.966461019590497	0.1702812016010284	0.4252745807170868
see the light (live)	arise my soul, remember this, he took my sin, and he buried it, no longer i who live, now jesus lives in me, for i was dead in sin, but i woke up to see the light, no i won't boast, but in the cross, that saved my soul, all else is loss, yep, the grip of fear, has no hold on me, so where, oh, death, where is your sting, no longer i who live, now jesus lives in me, for i was dead in sin, but i woke up to see the light, all, come on, all of this for your glory, all, yeah, all of this for your glory, and all, all of this for your glory, yeah, all, all of this for your glory, yeah, all, all of this for your glory, all, all of this for your glory, and no longer i who live, now jesus lives in me, for i was dead in sin, but i woke up to see the light, and all, all of this for your glory, and all, all of this for your glory, and all, all of this for your glory, and all, all of this for your glory	see the light	0.8099637180566788	0.1727553308010101	0.4927222728729248
soothe	life is hard enough, even if you do find love, it can be so tough, losing what you're dreaming of, when your lovers are untrue, and the whole world seems out to hurt you, know that i would try everything i knew, just to soothe you, i will soothe you, maybe i can't make that dream come true, but i can soothe you, i know how it feels, trying hard to keep things real, but it's so plain to see, you don't have a heart of steel, and anytime i hear you weep, suddenly i can't eat, can't sleep, not until i've done all that i can do, just to soothe you, i will soothe you, maybe i can't make gray skies turn blue, but i can soothe you, when your lovers are untrue, and the whole world seems out to hurt you, know that i would try everything i knew, just to soothe you, i will soothe you, maybe i can't make that dream come true, but i can soothe you, i can soothe you, i will soothe you, together we can make that dream come true, so let me soothe you	make that dream	-0.6039725691080093	0.0213100910186767	0.2969227135181427
love is colder than death	rosie, well i know we're both being used, don't make no sense, just to carry on as we do, you know i'd love you if i knew you'd let me down, now go remind you of yourself now, so we need to get away, oh we want to get away, but we'll never get away, not now, when we're passing on the street, we both look the other way, was it just a fantasy, was it only in my mind, said it feels so strong, i don't know, don't let your love be colder than death, don't let no teardrops fall from your eye, rosie, well i know we both seem confused, don't make no sense, just to carry on as we do, don't let your love be colder than death, don't let no teardrops fall from your eye, when i'm walking down the sidewalk, when i'm passing by the bus stop, then i think of your dead end, when i'm passing by the bus stop, when i'm walking down the sidewalk, then i think of your dead end, if her tears drop, well then she, gave herself away	make no sense	-0.9075459092855452	-0.2866186797618866	0.4004019498825073
fixing my hair	, oh. oh. oh, you understand me like no one else does, you love me perfect, that's more than enough, i can't find a flaw in you, not even one, i know you'll be here in the long run. you know the reason i'm so insecure. and day after day you convince me i'm wrong. telling me beauty is neither here or there. but you understand why i'm fixing my hair, cause i'm fixing my hair for you, i want to be beautiful, even when you tell me i'm so pretty, i need it to hide all my insecurities. and i'm fixing my hair for you, just like you like me to, even when you tell me that you couldn't care less, i'm always fixing my hair, hours in the mirror for nothing at all, staring at my imaginary flaws, making excuses to fix what ain't broke, you make me feel better like only you know. how, why are we where we are?, someone like me, how did we get this far?, when we get older hope you're still around, when all of my hair has fallen on the ground, please, believe me when i say, i don't mean to be so vain, but i've got issues within, what you see when you're with me, is something i can never be, you gotta understand, all you ever knew was the pretty girl, the funny girl, the girl with no worries or cares. but i've got a lot that i'm hiding inside, that's why i'm fixing my hair. i'm fixing my hair for you, wanna be beautiful, even when you tell me i'm so pretty, i need it to hide all my insecurities, and i'm fixing my hair for you, just like you like me to, even when you tell me that you couldn't care less, i'm always fixing my hair, i'm always fixing my hair, for you, for you, even when you tell me that you couldn't care less, i'm always fixing my hair	fixing my hair	0.3640519380569458	-0.0805546343326568	0.1745029389858245
